date,store_id,product_id,units_sold,promo_flag,stockout_flag,unit_price,revenue
2024-02-23,2,101,27,0,0,59.99,1619.73
2024-02-24,2,101,25,0,0,59.99,1499.75
2024-02-25,2,101,17,0,0,59.99,1019.83
2024-02-26,2,101,12,0,0,59.99,719.88
2024-02-27,2,101,27,0,0,59.99,1619.73
2024-02-28,2,101,21,0,0,59.99,1259.79
2024-02-29,2,101,14,0,0,59.99,839.86
2024-03-01,2,101,29,0,0,59.99,1739.71
2024-03-02,2,101,29,0,0,59.99,1739.71
2024-03-03,2,101,30,0,0,59.99,1799.7
2024-03-04,2,101,17,0,0,59.99,1019.83
2024-03-05,2,101,24,0,0,59.99,1439.76
2024-03-06,2,101,16,0,0,59.99,959.84
2024-03-07,2,101,21,0,0,59.99,1259.79
2024-03-08,2,101,20,0,0,59.99,1199.8
2024-03-09,2,101,21,0,0,59.99,1259.79
2024-03-10,2,101,22,0,0,59.99,1319.78
2024-03-11,2,101,21,0,0,59.99,1259.79
2024-03-12,2,101,23,0,0,59.99,1379.77
2024-03-13,2,101,16,0,0,59.99,959.84
2024-03-14,2,101,16,0,0,59.99,959.84
2024-03-15,2,101,31,0,0,59.99,1859.69
2024-03-16,2,101,32,0,0,59.99,1919.68
2024-03-17,2,101,23,0,0,59.99,1379.77
2024-03-18,2,101,15,0,0,59.99,899.85
2024-03-19,2,101,24,1,0,47.308082446588244,1135.39
2024-03-20,2,101,23,0,0,59.99,1379.77
2024-03-21,2,101,18,0,0,59.99,1079.82
2024-03-22,2,101,17,0,0,59.99,1019.83
2024-03-23,2,101,23,0,0,59.99,1379.77
2024-03-24,2,101,20,0,0,59.99,1199.8
2024-03-25,2,101,20,0,0,59.99,1199.8
2024-03-26,2,101,9,0,0,59.99,539.91
2024-03-27,2,101,18,0,0,59.99,1079.82
2024-03-28,2,101,22,0,0,59.99,1319.78
2024-03-29,2,101,27,0,0,59.99,1619.73
2024-03-30,2,101,19,0,0,59.99,1139.81
2024-03-31,2,101,27,0,0,59.99,1619.73
2024-04-01,2,101,11,0,0,59.99,659.89
2024-04-02,2,101,21,0,0,59.99,1259.79
2024-04-03,2,101,13,0,0,59.99,779.87
2024-04-04,2,101,21,0,0,59.99,1259.79
2024-04-05,2,101,17,0,0,59.99,1019.83
2024-04-06,2,101,27,0,0,59.99,1619.73
2024-04-07,2,101,12,0,0,59.99,719.88
2024-04-08,2,101,19,0,0,59.99,1139.81
2024-04-09,2,101,25,1,0,53.97518812329762,1349.38
2024-04-10,2,101,23,0,0,59.99,1379.77
2024-04-11,2,101,24,0,0,59.99,1439.76
2024-04-12,2,101,21,0,0,59.99,1259.79
2024-04-13,2,101,23,0,0,59.99,1379.77
2024-04-14,2,101,20,0,0,59.99,1199.8
2024-04-15,2,101,20,0,0,59.99,1199.8
2024-04-16,2,101,15,0,0,59.99,899.85
2024-04-17,2,101,18,0,0,59.99,1079.82
2024-04-18,2,101,26,0,0,59.99,1559.74
2024-04-19,2,101,30,0,0,59.99,1799.7
2024-04-20,2,101,12,0,0,59.99,719.88
2024-04-21,2,101,23,0,0,59.99,1379.77
2024-04-22,2,101,20,0,0,59.99,1199.8
2024-04-23,2,101,14,0,0,59.99,839.86
2024-04-24,2,101,7,0,0,59.99,419.93
2024-04-25,2,101,33,1,0,52.968598322446915,1747.96
2024-04-26,2,101,21,0,0,59.99,1259.79
2024-04-27,2,101,15,0,0,59.99,899.85
2024-04-28,2,101,16,0,0,59.99,959.84
2024-04-29,2,101,13,0,0,59.99,779.87
2024-04-30,2,101,19,1,0,47.74899827233542,907.23
2024-05-01,2,101,16,0,0,59.99,959.84
2024-05-02,2,101,22,0,0,59.99,1319.78
2024-05-03,2,101,18,0,0,59.99,1079.82
2024-05-04,2,101,11,0,0,59.99,659.89
2024-05-05,2,101,15,0,0,59.99,899.85
2024-05-06,2,101,17,0,0,59.99,1019.83
2024-05-07,2,101,14,0,0,59.99,839.86
2024-05-08,2,101,17,0,0,59.99,1019.83
2024-05-09,2,101,12,0,0,59.99,719.88
2024-05-10,2,101,11,0,0,59.99,659.89
2024-05-11,2,101,17,0,0,59.99,1019.83
2024-05-12,2,101,22,0,0,59.99,1319.78
2024-05-13,2,101,18,0,0,59.99,1079.82
2024-05-14,2,101,17,0,0,59.99,1019.83
2024-05-15,2,101,16,0,0,59.99,959.84
2024-05-16,2,101,13,0,0,59.99,779.87
2024-05-17,2,101,16,0,0,59.99,959.84
2024-05-18,2,101,19,0,0,59.99,1139.81
2024-05-19,2,101,14,0,0,59.99,839.86
2024-05-20,2,101,18,0,0,59.99,1079.82
2024-05-21,2,101,20,0,0,59.99,1199.8
2024-05-22,2,101,14,0,0,59.99,839.86
2024-05-23,2,101,26,0,0,59.99,1559.74
2024-05-24,2,101,21,0,0,59.99,1259.79
2024-05-25,2,101,22,0,0,59.99,1319.78
2024-05-26,2,101,22,0,0,59.99,1319.78
2024-05-27,2,101,16,0,0,59.99,959.84
2024-05-28,2,101,19,0,0,59.99,1139.81
2024-05-29,2,101,19,0,0,59.99,1139.81
2024-05-30,2,101,16,0,0,59.99,959.84
2024-05-31,2,101,20,0,0,59.99,1199.8
2024-06-01,2,101,19,0,0,59.99,1139.81
2024-06-02,2,101,19,0,0,59.99,1139.81
2024-06-03,2,101,19,0,0,59.99,1139.81
2024-06-04,2,101,16,0,0,59.99,959.84
2024-06-05,2,101,17,0,0,59.99,1019.83
2024-06-06,2,101,18,0,0,59.99,1079.82
2024-06-07,2,101,33,1,0,48.161491700976526,1589.33
2024-06-08,2,101,15,0,0,59.99,899.85
2024-06-09,2,101,13,0,0,59.99,779.87
2024-06-10,2,101,10,0,0,59.99,599.9
2024-06-11,2,101,22,0,0,59.99,1319.78
2024-06-12,2,101,9,0,0,59.99,539.91
2024-06-13,2,101,23,1,0,47.45581496998912,1091.48
2024-06-14,2,101,20,0,0,59.99,1199.8
2024-06-15,2,101,21,0,0,59.99,1259.79
2024-06-16,2,101,18,0,0,59.99,1079.82
2024-06-17,2,101,16,0,0,59.99,959.84
2024-06-18,2,101,22,0,0,59.99,1319.78
2024-06-19,2,101,21,0,0,59.99,1259.79
2024-06-20,2,101,18,0,0,59.99,1079.82
2024-06-21,2,101,18,0,0,59.99,1079.82
2024-06-22,2,101,17,0,0,59.99,1019.83
2024-06-23,2,101,16,0,0,59.99,959.84
2024-06-24,2,101,23,0,0,59.99,1379.77
2024-06-25,2,101,15,0,0,59.99,899.85
2024-06-26,2,101,13,0,0,59.99,779.87
2024-06-27,2,101,20,0,0,59.99,1199.8
2024-06-28,2,101,23,0,0,59.99,1379.77
2024-06-29,2,101,20,0,0,59.99,1199.8
2024-06-30,2,101,9,0,0,59.99,539.91
2024-07-01,2,101,20,0,0,59.99,1199.8
2024-07-02,2,101,12,0,0,59.99,719.88
2024-07-03,2,101,21,0,0,59.99,1259.79
2024-07-04,2,101,22,0,0,59.99,1319.78
2024-07-05,2,101,17,0,0,59.99,1019.83
2024-07-06,2,101,23,0,0,59.99,1379.77
2024-07-07,2,101,20,0,0,59.99,1199.8
2024-07-08,2,101,17,0,0,59.99,1019.83
2024-07-09,2,101,21,0,0,59.99,1259.79
2024-07-10,2,101,26,0,0,59.99,1559.74
2024-07-11,2,101,14,0,0,59.99,839.86
2024-07-12,2,101,24,0,0,59.99,1439.76
2024-07-13,2,101,21,0,0,59.99,1259.79
2024-07-14,2,101,17,0,0,59.99,1019.83
2024-07-15,2,101,15,0,0,59.99,899.85
2024-07-16,2,101,19,0,0,59.99,1139.81
2024-07-17,2,101,18,0,0,59.99,1079.82
2024-07-18,2,101,19,0,0,59.99,1139.81
2024-07-19,2,101,28,0,0,59.99,1679.72
2024-07-20,2,101,18,0,0,59.99,1079.82
2024-07-21,2,101,21,0,0,59.99,1259.79
2024-07-22,2,101,21,0,0,59.99,1259.79
2024-07-23,2,101,26,0,0,59.99,1559.74
2024-07-24,2,101,18,0,0,59.99,1079.82
2024-07-25,2,101,24,0,0,59.99,1439.76
2024-07-26,2,101,21,0,0,59.99,1259.79
2024-07-27,2,101,19,0,0,59.99,1139.81
2024-07-28,2,101,25,0,0,59.99,1499.75
2024-07-29,2,101,15,0,0,59.99,899.85
2024-07-30,2,101,28,0,0,59.99,1679.72
2024-07-31,2,101,20,0,0,59.99,1199.8
2024-08-01,2,101,22,0,0,59.99,1319.78
2024-08-02,2,101,24,0,0,59.99,1439.76
2024-08-03,2,101,33,0,0,59.99,1979.67
2024-08-04,2,101,18,0,0,59.99,1079.82
2024-08-05,2,101,20,0,0,59.99,1199.8
2024-08-06,2,101,21,0,0,59.99,1259.79
2024-08-07,2,101,23,0,0,59.99,1379.77
2024-08-08,2,101,25,0,0,59.99,1499.75
2024-08-09,2,101,30,0,0,59.99,1799.7
2024-08-10,2,101,29,0,0,59.99,1739.71
2024-08-11,2,101,31,0,0,59.99,1859.69
2024-08-12,2,101,34,0,0,59.99,2039.66
2024-08-13,2,101,25,0,0,59.99,1499.75
2024-08-14,2,101,18,0,0,59.99,1079.82
2024-08-15,2,101,19,0,0,59.99,1139.81
2024-08-16,2,101,23,0,0,59.99,1379.77
2024-08-17,2,101,26,0,0,59.99,1559.74
2024-08-18,2,101,31,0,0,59.99,1859.69
2024-08-19,2,101,19,0,0,59.99,1139.81
2024-08-20,2,101,23,0,0,59.99,1379.77
2024-08-21,2,101,29,0,0,59.99,1739.71
2024-08-22,2,101,28,0,0,59.99,1679.72
2024-08-23,2,101,27,0,0,59.99,1619.73
2024-08-24,2,101,28,0,0,59.99,1679.72
2024-08-25,2,101,24,0,0,59.99,1439.76
2024-08-26,2,101,21,0,0,59.99,1259.79
2024-08-27,2,101,28,0,0,59.99,1679.72
2024-08-28,2,101,17,0,0,59.99,1019.83
2024-08-29,2,101,19,0,0,59.99,1139.81
2024-08-30,2,101,16,0,0,59.99,959.84
2024-08-31,2,101,32,0,0,59.99,1919.68
2024-09-01,2,101,30,0,0,59.99,1799.7
2024-09-02,2,101,16,0,0,59.99,959.84
2024-09-03,2,101,20,0,0,59.99,1199.8
2024-09-04,2,101,26,0,0,59.99,1559.74
2024-09-05,2,101,18,0,0,59.99,1079.82
2024-09-06,2,101,32,0,0,59.99,1919.68
2024-09-07,2,101,31,0,0,59.99,1859.69
2024-09-08,2,101,22,0,0,59.99,1319.78
2024-09-09,2,101,28,0,0,59.99,1679.72
2024-09-10,2,101,30,0,0,59.99,1799.7
2024-09-11,2,101,36,0,0,59.99,2159.64
2024-09-12,2,101,2,0,1,59.99,119.98
2024-09-13,2,101,28,0,0,59.99,1679.72
2024-09-14,2,101,34,0,0,59.99,2039.66
2024-09-15,2,101,31,0,0,59.99,1859.69
2024-09-16,2,101,25,0,0,59.99,1499.75
2024-09-17,2,101,22,0,0,59.99,1319.78
2024-09-18,2,101,27,0,0,59.99,1619.73
2024-09-19,2,101,19,0,0,59.99,1139.81
2024-09-20,2,101,20,0,0,59.99,1199.8
2024-09-21,2,101,35,0,0,59.99,2099.65
2024-09-22,2,101,30,0,0,59.99,1799.7
2024-09-23,2,101,24,0,0,59.99,1439.76
2024-09-24,2,101,37,0,0,59.99,2219.63
2024-09-25,2,101,21,0,0,59.99,1259.79
2024-09-26,2,101,23,0,0,59.99,1379.77
2024-09-27,2,101,26,0,0,59.99,1559.74
2024-09-28,2,101,42,0,0,59.99,2519.58
2024-09-29,2,101,27,0,0,59.99,1619.73
2024-09-30,2,101,30,0,0,59.99,1799.7
2024-10-01,2,101,30,0,0,59.99,1799.7
2024-10-02,2,101,36,0,0,59.99,2159.64
2024-10-03,2,101,28,0,0,59.99,1679.72
2024-10-04,2,101,1,0,1,59.99,59.99
2024-10-05,2,101,34,0,0,59.99,2039.66
2024-10-06,2,101,22,0,0,59.99,1319.78
2024-10-07,2,101,26,0,0,59.99,1559.74
2024-10-08,2,101,33,0,0,59.99,1979.67
2024-10-09,2,101,19,0,0,59.99,1139.81
2024-10-10,2,101,25,0,0,59.99,1499.75
2024-10-11,2,101,33,0,0,59.99,1979.67
2024-10-12,2,101,23,0,0,59.99,1379.77
2024-10-13,2,101,30,0,0,59.99,1799.7
2024-10-14,2,101,30,0,0,59.99,1799.7
2024-10-15,2,101,25,0,0,59.99,1499.75
2024-10-16,2,101,32,0,0,59.99,1919.68
2024-10-17,2,101,28,0,0,59.99,1679.72
2024-10-18,2,101,27,0,0,59.99,1619.73
2024-10-19,2,101,23,0,0,59.99,1379.77
2024-10-20,2,101,36,0,0,59.99,2159.64
2024-10-21,2,101,34,0,0,59.99,2039.66
2024-10-22,2,101,26,0,0,59.99,1559.74
2024-10-23,2,101,32,0,0,59.99,1919.68
2024-10-24,2,101,30,0,0,59.99,1799.7
2024-10-25,2,101,37,0,0,59.99,2219.63
2024-10-26,2,101,33,0,0,59.99,1979.67
2024-10-27,2,101,41,0,0,59.99,2459.59
2024-10-28,2,101,31,0,0,59.99,1859.69
2024-10-29,2,101,32,0,0,59.99,1919.68
2024-10-30,2,101,34,0,0,59.99,2039.66
2024-10-31,2,101,30,0,0,59.99,1799.7
2024-11-01,2,101,42,0,0,59.99,2519.58
2024-11-02,2,101,29,0,0,59.99,1739.71
2024-11-03,2,101,48,1,0,52.44238722147234,2517.23
2024-11-04,2,101,29,0,0,59.99,1739.71
2024-11-05,2,101,30,0,0,59.99,1799.7
2024-11-06,2,101,30,0,0,59.99,1799.7
2024-11-07,2,101,27,0,0,59.99,1619.73
2024-11-08,2,101,39,0,0,59.99,2339.61
2024-11-09,2,101,73,1,0,47.990011058041155,3503.27
2024-11-10,2,101,34,0,0,59.99,2039.66
2024-11-11,2,101,31,0,0,59.99,1859.69
2024-11-12,2,101,35,0,0,59.99,2099.65
2024-11-13,2,101,29,0,0,59.99,1739.71
2024-11-14,2,101,35,1,0,46.81833151364619,1638.64
2024-11-15,2,101,35,0,0,59.99,2099.65
2024-11-16,2,101,39,0,0,59.99,2339.61
2024-11-17,2,101,36,0,0,59.99,2159.64
2024-11-18,2,101,26,0,0,59.99,1559.74
2024-11-19,2,101,27,0,0,59.99,1619.73
2024-11-20,2,101,39,0,0,59.99,2339.61
2024-11-21,2,101,29,0,0,59.99,1739.71
2024-11-22,2,101,44,0,0,59.99,2639.56
2024-11-23,2,101,34,0,0,59.99,2039.66
2024-11-24,2,101,37,0,0,59.99,2219.63
2024-11-25,2,101,27,0,0,59.99,1619.73
2024-11-26,2,101,46,0,0,59.99,2759.54
2024-11-27,2,101,28,0,0,59.99,1679.72
2024-11-28,2,101,36,0,0,59.99,2159.64
2024-11-29,2,101,99,0,0,59.99,5939.01
2024-11-30,2,101,44,0,0,59.99,2639.56
2024-12-01,2,101,29,0,0,59.99,1739.71
2024-12-02,2,101,28,0,0,59.99,1679.72
2024-12-03,2,101,25,0,0,59.99,1499.75
2024-12-04,2,101,28,0,0,59.99,1679.72
2024-12-05,2,101,25,0,0,59.99,1499.75
2024-12-06,2,101,1,0,1,59.99,59.99
2024-12-07,2,101,43,0,0,59.99,2579.57
2024-12-08,2,101,36,0,0,59.99,2159.64
2024-12-09,2,101,32,0,0,59.99,1919.68
2024-12-10,2,101,29,0,0,59.99,1739.71
2024-12-11,2,101,30,0,0,59.99,1799.7
2024-12-12,2,101,28,0,0,59.99,1679.72
2024-12-13,2,101,32,0,0,59.99,1919.68
2024-12-14,2,101,33,0,0,59.99,1979.67
2024-12-15,2,101,31,0,0,59.99,1859.69
2024-12-16,2,101,32,0,0,59.99,1919.68
2024-12-17,2,101,31,0,0,59.99,1859.69
2024-12-18,2,101,33,0,0,59.99,1979.67
2024-12-19,2,101,19,0,0,59.99,1139.81
2024-12-20,2,101,54,1,0,50.42080443464647,2722.72
2024-12-21,2,101,36,0,0,59.99,2159.64
2024-12-22,2,101,36,0,0,59.99,2159.64
2024-12-23,2,101,43,0,0,59.99,2579.57
2024-12-24,2,101,93,0,0,59.99,5579.07
2024-12-25,2,101,9,0,0,59.99,539.91
2024-12-26,2,101,35,0,0,59.99,2099.65
2024-12-27,2,101,30,0,0,59.99,1799.7
2024-12-28,2,101,34,0,0,59.99,2039.66
2024-12-29,2,101,42,0,0,59.99,2519.58
2024-12-30,2,101,23,0,0,59.99,1379.77
2024-12-31,2,101,43,0,0,59.99,2579.57
2025-01-01,2,101,11,0,0,59.99,659.89
2025-01-02,2,101,45,1,0,48.74893110994395,2193.7
2025-01-03,2,101,31,0,0,59.99,1859.69
2025-01-04,2,101,40,0,0,59.99,2399.6
2025-01-05,2,101,33,0,0,59.99,1979.67
2025-01-06,2,101,25,0,0,59.99,1499.75
2025-01-07,2,101,22,0,0,59.99,1319.78
2025-01-08,2,101,36,0,0,59.99,2159.64
2025-01-09,2,101,25,0,0,59.99,1499.75
2025-01-10,2,101,33,0,0,59.99,1979.67
2025-01-11,2,101,42,0,0,59.99,2519.58
2025-01-12,2,101,30,0,0,59.99,1799.7
2025-01-13,2,101,27,0,0,59.99,1619.73
2025-01-14,2,101,28,0,0,59.99,1679.72
2025-01-15,2,101,26,0,0,59.99,1559.74
2025-01-16,2,101,33,0,0,59.99,1979.67
2025-01-17,2,101,29,0,0,59.99,1739.71
2025-01-18,2,101,29,0,0,59.99,1739.71
2025-01-19,2,101,27,0,0,59.99,1619.73
2025-01-20,2,101,34,0,0,59.99,2039.66
2025-01-21,2,101,22,0,0,59.99,1319.78
2025-01-22,2,101,29,0,0,59.99,1739.71
2025-01-23,2,101,33,1,0,48.88666350987674,1613.26
2025-01-24,2,101,28,0,0,59.99,1679.72
2025-01-25,2,101,28,0,0,59.99,1679.72
2025-01-26,2,101,29,0,0,59.99,1739.71
2025-01-27,2,101,32,0,0,59.99,1919.68
2025-01-28,2,101,24,0,0,59.99,1439.76
2025-01-29,2,101,24,0,0,59.99,1439.76
2025-01-30,2,101,28,0,0,59.99,1679.72
2025-01-31,2,101,30,0,0,59.99,1799.7
2025-02-01,2,101,41,0,0,59.99,2459.59
2025-02-02,2,101,35,0,0,59.99,2099.65
2025-02-03,2,101,31,0,0,59.99,1859.69
2025-02-04,2,101,24,0,0,59.99,1439.76
2025-02-05,2,101,28,0,0,59.99,1679.72
2025-02-06,2,101,27,0,0,59.99,1619.73
2025-02-07,2,101,30,0,0,59.99,1799.7
2025-02-08,2,101,31,0,0,59.99,1859.69
2025-02-09,2,101,31,0,0,59.99,1859.69
2025-02-10,2,101,28,0,0,59.99,1679.72
2025-02-11,2,101,24,0,0,59.99,1439.76
2025-02-12,2,101,21,0,0,59.99,1259.79
2025-02-13,2,101,29,0,0,59.99,1739.71
2025-02-14,2,101,35,0,0,59.99,2099.65
2025-02-15,2,101,25,0,0,59.99,1499.75
2025-02-16,2,101,23,0,0,59.99,1379.77
2025-02-17,2,101,22,0,0,59.99,1319.78
2025-02-18,2,101,23,0,0,59.99,1379.77
2025-02-19,2,101,18,0,0,59.99,1079.82
2025-02-20,2,101,30,0,0,59.99,1799.7
2025-02-21,2,101,19,0,0,59.99,1139.81
2025-02-22,2,101,24,0,0,59.99,1439.76
2025-02-23,2,101,26,0,0,59.99,1559.74
2025-02-24,2,101,26,0,0,59.99,1559.74
2025-02-25,2,101,22,0,0,59.99,1319.78
2025-02-26,2,101,24,0,0,59.99,1439.76
2025-02-27,2,101,35,1,0,50.58639763018552,1770.52
2025-02-28,2,101,30,0,0,59.99,1799.7
2025-03-01,2,101,16,0,0,59.99,959.84
2025-03-02,2,101,26,0,0,59.99,1559.74
2025-03-03,2,101,18,0,0,59.99,1079.82
2025-03-04,2,101,28,1,0,45.562868038400076,1275.76
2025-03-05,2,101,20,0,0,59.99,1199.8
2025-03-06,2,101,29,0,0,59.99,1739.71
2025-03-07,2,101,24,0,0,59.99,1439.76
2025-03-08,2,101,25,0,0,59.99,1499.75
2025-03-09,2,101,25,0,0,59.99,1499.75
2025-03-10,2,101,20,0,0,59.99,1199.8
2025-03-11,2,101,23,0,0,59.99,1379.77
2025-03-12,2,101,24,0,0,59.99,1439.76
2025-03-13,2,101,14,0,0,59.99,839.86
2025-03-14,2,101,22,0,0,59.99,1319.78
2025-03-15,2,101,28,0,0,59.99,1679.72
2025-03-16,2,101,21,0,0,59.99,1259.79
2025-03-17,2,101,35,0,0,59.99,2099.65
2025-03-18,2,101,17,0,0,59.99,1019.83
2025-03-19,2,101,26,0,0,59.99,1559.74
2025-03-20,2,101,22,0,0,59.99,1319.78
2025-03-21,2,101,24,0,0,59.99,1439.76
2025-03-22,2,101,24,0,0,59.99,1439.76
2025-03-23,2,101,28,0,0,59.99,1679.72
2025-03-24,2,101,18,0,0,59.99,1079.82
2025-03-25,2,101,20,0,0,59.99,1199.8
2025-03-26,2,101,16,0,0,59.99,959.84
2025-03-27,2,101,11,0,0,59.99,659.89
2025-03-28,2,101,26,0,0,59.99,1559.74
2025-03-29,2,101,26,0,0,59.99,1559.74
2025-03-30,2,101,27,0,0,59.99,1619.73
2025-03-31,2,101,22,0,0,59.99,1319.78
2025-04-01,2,101,15,0,0,59.99,899.85
2025-04-02,2,101,23,0,0,59.99,1379.77
2025-04-03,2,101,15,0,0,59.99,899.85
2025-04-04,2,101,21,0,0,59.99,1259.79
2025-04-05,2,101,26,0,0,59.99,1559.74
2025-04-06,2,101,21,0,0,59.99,1259.79
2025-04-07,2,101,20,0,0,59.99,1199.8
2025-04-08,2,101,17,0,0,59.99,1019.83
2025-04-09,2,101,11,0,0,59.99,659.89
2025-04-10,2,101,19,0,0,59.99,1139.81
2025-04-11,2,101,21,0,0,59.99,1259.79
2025-04-12,2,101,18,0,0,59.99,1079.82
2025-04-13,2,101,1,0,1,59.99,59.99
2025-04-14,2,101,21,1,0,49.195118417989455,1033.1
2025-04-15,2,101,13,0,0,59.99,779.87
2025-04-16,2,101,24,0,0,59.99,1439.76
2025-04-17,2,101,12,0,0,59.99,719.88
2025-04-18,2,101,30,0,0,59.99,1799.7
2025-04-19,2,101,23,0,0,59.99,1379.77
2025-04-20,2,101,23,0,0,59.99,1379.77
2025-04-21,2,101,13,0,0,59.99,779.87
2025-04-22,2,101,18,0,0,59.99,1079.82
2025-04-23,2,101,2,0,1,59.99,119.98
2025-04-24,2,101,12,0,0,59.99,719.88
2025-04-25,2,101,15,0,0,59.99,899.85
2025-04-26,2,101,17,0,0,59.99,1019.83
2025-04-27,2,101,24,0,0,59.99,1439.76
2025-04-28,2,101,17,0,0,59.99,1019.83
2025-04-29,2,101,22,1,0,49.474349313367156,1088.44
2025-04-30,2,101,29,0,0,59.99,1739.71
2025-05-01,2,101,20,0,0,59.99,1199.8
2025-05-02,2,101,23,0,0,59.99,1379.77
2025-05-03,2,101,20,0,0,59.99,1199.8
2025-05-04,2,101,24,0,0,59.99,1439.76
2025-05-05,2,101,16,0,0,59.99,959.84
2025-05-06,2,101,17,0,0,59.99,1019.83
2025-05-07,2,101,12,0,0,59.99,719.88
2025-05-08,2,101,18,0,0,59.99,1079.82
2025-05-09,2,101,12,0,0,59.99,719.88
2025-05-10,2,101,13,0,0,59.99,779.87
2025-05-11,2,101,18,0,0,59.99,1079.82
2025-05-12,2,101,17,0,0,59.99,1019.83
2025-05-13,2,101,14,0,0,59.99,839.86
2025-05-14,2,101,16,0,0,59.99,959.84
2025-05-15,2,101,29,1,0,52.0461559073109,1509.34
2025-05-16,2,101,18,0,0,59.99,1079.82
2025-05-17,2,101,18,0,0,59.99,1079.82
2025-05-18,2,101,17,0,0,59.99,1019.83
2025-05-19,2,101,15,0,0,59.99,899.85
2025-05-20,2,101,15,0,0,59.99,899.85
2025-05-21,2,101,24,1,0,49.72184796607121,1193.32
2025-05-22,2,101,1,0,1,59.99,59.99
2025-05-23,2,101,15,0,0,59.99,899.85
2025-05-24,2,101,23,0,0,59.99,1379.77
2025-05-25,2,101,20,0,0,59.99,1199.8
2025-05-26,2,101,17,0,0,59.99,1019.83
2025-05-27,2,101,16,0,0,59.99,959.84
2025-05-28,2,101,21,0,0,59.99,1259.79
2025-05-29,2,101,14,0,0,59.99,839.86
2025-05-30,2,101,10,0,0,59.99,599.9
2025-05-31,2,101,18,0,0,59.99,1079.82
2025-06-01,2,101,18,0,0,59.99,1079.82
2025-06-02,2,101,17,0,0,59.99,1019.83
2025-06-03,2,101,10,0,0,59.99,599.9
2025-06-04,2,101,21,0,0,59.99,1259.79
2025-06-05,2,101,15,0,0,59.99,899.85
2025-06-06,2,101,12,0,0,59.99,719.88
2025-06-07,2,101,23,0,0,59.99,1379.77
2025-06-08,2,101,12,0,0,59.99,719.88
2025-06-09,2,101,20,0,0,59.99,1199.8
2025-06-10,2,101,17,0,0,59.99,1019.83
2025-06-11,2,101,22,0,0,59.99,1319.78
2025-06-12,2,101,13,0,0,59.99,779.87
2025-06-13,2,101,26,0,0,59.99,1559.74
2025-06-14,2,101,29,0,0,59.99,1739.71
2025-06-15,2,101,26,0,0,59.99,1559.74
2025-06-16,2,101,17,0,0,59.99,1019.83
2025-06-17,2,101,15,0,0,59.99,899.85
2025-06-18,2,101,15,0,0,59.99,899.85
2025-06-19,2,101,14,0,0,59.99,839.86
2025-06-20,2,101,12,0,0,59.99,719.88
2025-06-21,2,101,14,0,0,59.99,839.86
2025-06-22,2,101,20,0,0,59.99,1199.8
2025-06-23,2,101,20,0,0,59.99,1199.8
2025-06-24,2,101,16,0,0,59.99,959.84
2025-06-25,2,101,16,0,0,59.99,959.84
2025-06-26,2,101,14,0,0,59.99,839.86
2025-06-27,2,101,25,0,0,59.99,1499.75
2025-06-28,2,101,14,0,0,59.99,839.86
2025-06-29,2,101,22,0,0,59.99,1319.78
2025-06-30,2,101,17,0,0,59.99,1019.83
2025-07-01,2,101,22,0,0,59.99,1319.78
2025-07-02,2,101,16,0,0,59.99,959.84
2025-07-03,2,101,16,0,0,59.99,959.84
2025-07-04,2,101,27,0,0,59.99,1619.73
2025-07-05,2,101,19,0,0,59.99,1139.81
2025-07-06,2,101,18,0,0,59.99,1079.82
2025-07-07,2,101,15,0,0,59.99,899.85
2025-07-08,2,101,0,0,1,59.99,0.0
2025-07-09,2,101,17,0,0,59.99,1019.83
2025-07-10,2,101,26,0,0,59.99,1559.74
2025-07-11,2,101,22,0,0,59.99,1319.78
2025-07-12,2,101,10,0,0,59.99,599.9
2025-07-13,2,101,22,0,0,59.99,1319.78
2025-07-14,2,101,17,0,0,59.99,1019.83
2025-07-15,2,101,17,0,0,59.99,1019.83
2025-07-16,2,101,24,0,0,59.99,1439.76
2025-07-17,2,101,14,0,0,59.99,839.86
2025-07-18,2,101,13,0,0,59.99,779.87
2025-07-19,2,101,24,0,0,59.99,1439.76
2025-07-20,2,101,31,0,0,59.99,1859.69
2025-07-21,2,101,21,0,0,59.99,1259.79
2025-07-22,2,101,18,0,0,59.99,1079.82
2025-07-23,2,101,19,0,0,59.99,1139.81
2025-07-24,2,101,13,0,0,59.99,779.87
2025-07-25,2,101,23,0,0,59.99,1379.77
2025-07-26,2,101,25,0,0,59.99,1499.75
2025-07-27,2,101,28,0,0,59.99,1679.72
2025-07-28,2,101,27,0,0,59.99,1619.73
2025-07-29,2,101,11,0,0,59.99,659.89
2025-07-30,2,101,21,0,0,59.99,1259.79
2025-07-31,2,101,20,0,0,59.99,1199.8
2025-08-01,2,101,28,0,0,59.99,1679.72
2025-08-02,2,101,2,0,1,59.99,119.98
2025-08-03,2,101,19,0,0,59.99,1139.81
2025-08-04,2,101,24,0,0,59.99,1439.76
2025-08-05,2,101,23,0,0,59.99,1379.77
2025-08-06,2,101,15,0,0,59.99,899.85
2025-08-07,2,101,16,0,0,59.99,959.84
2025-08-08,2,101,23,0,0,59.99,1379.77
2025-08-09,2,101,31,0,0,59.99,1859.69
2025-08-10,2,101,25,0,0,59.99,1499.75
2025-08-11,2,101,23,0,0,59.99,1379.77
2025-08-12,2,101,38,1,0,51.223856144677406,1946.51
2025-08-13,2,101,16,0,0,59.99,959.84
